N°Pt	SN	T	X	Y	Z	P	Alt	Azi	Twi
0	1	63598671622,09	25076	18460	625	0	740	1080	0
1	2	63598671622,094	25069	18457	561	0	740	1080	0
2	3	63598671622,095	25058	18457	497	0	740	1080	0
3	4	63598671622,098	25046	18457	469	0	740	1080	0
4	5	63598671622,106	25033	18457	417	0	740	1080	0
5	6	63598671622,11	25022	18457	377	0	750	1090	0
6	7	63598671622,114	25010	18457	324	0	750	1090	0
7	8	63598671622,118	24996	18457	272	0	750	1090	0
8	9	63598671622,126	24981	18457	196	0	750	1090	0
9	10	63598671622,13	24952	18457	0	0	750	1090	0
10	11	63598671622,134	24916	18457	0	0	750	1090	0
11	12	63598671622,138	24875	18457	0	0	750	1090	0
12	13	63598671622,146	24831	18457	0	587	750	1090	0
13	14	63598671622,15	24781	18457	0	541	750	1090	0
14	15	63598671622,156	24728	18457	0	540	750	1090	0
15	16	63598671622,158	24673	18457	0	443	750	1090	0
16	17	63598671622,166	24617	18464	0	368	750	1090	0
17	18	63598671622,17	24560	18479	0	311	750	1090	0
18	19	63598671622,174	24506	18503	0	275	750	1090	0
19	20	63598671622,178	24458	18533	0	296	750	1090	0
20	21	63598671622,186	24412	18569	0	311	750	1090	0
21	22	63598671622,19	24369	18613	0	322	750	1060	0
22	23	63598671622,194	24329	18663	0	321	750	1060	0
23	24	63598671622,198	24291	18717	0	293	750	1050	0
24	25	63598671622,206	24255	18778	0	293	750	1050	0
25	26	63598671622,21	24220	18847	0	277	750	1050	0
26	27	63598671622,214	24186	18923	0	257	750	1050	0
27	28	63598671622,218	24153	19005	0	279	750	1010	0
28	29	63598671622,226	24120	19093	0	295	750	1010	0
29	30	63598671622,23	24090	19184	0	281	750	1010	0
30	31	63598671622,234	24062	19278	0	276	750	1010	0
31	32	63598671622,238	24037	19374	0	282	750	1010	0
32	33	63598671622,247	24017	19469	0	292	750	1010	0
33	34	63598671622,251	24002	19563	0	311	750	1010	0
34	35	63598671622,254	23993	19650	0	325	760	1020	0
35	36	63598671622,259	23992	19730	0	328	760	1020	0
36	37	63598671622,266	23992	19800	0	331	760	1020	0
37	38	63598671622,27	23992	19860	0	316	760	1020	0
38	39	63598671622,274	24016	19910	0	318	770	1030	0
39	40	63598671622,278	24047	19947	0	307	770	1030	0
40	41	63598671622,286	24087	19970	0	290	770	1030	0
41	42	63598671622,29	24134	19975	0	275	770	1030	0
42	43	63598671622,294	24190	19975	0	257	770	1030	0
43	44	63598671622,298	24254	19954	0	253	760	1070	0
44	45	63598671622,306	24323	19907	0	241	760	1070	0
45	46	63598671622,31	24402	19843	0	237	760	1070	0
46	47	63598671622,314	24486	19760	0	205	760	1070	0
47	48	63598671622,318	24574	19663	0	199	760	1070	0
48	49	63598671622,326	24665	19557	0	199	760	1070	0
49	50	63598671622,33	24753	19445	0	191	760	1110	0
50	51	63598671622,334	24838	19332	0	184	750	1060	0
51	52	63598671622,338	24916	19221	0	178	750	1060	0
52	53	63598671622,346	24984	19117	0	197	750	1060	0
53	54	63598671622,35	25041	19022	0	188	750	1060	0
54	55	63598671622,354	25085	18939	0	186	750	1060	0
55	56	63598671622,358	25116	18869	0	197	750	1060	0
56	57	63598671622,366	25135	18813	0	208	750	1060	0
57	58	63598671622,37	25144	18771	0	236	750	1060	0
58	59	63598671622,374	25144	18740	0	250	750	1060	0
59	60	63598671622,378	25144	18720	0	280	750	1060	0
60	61	63598671622,386	25135	18711	0	308	750	1060	0
61	62	63598671622,39	25111	18711	0	342	760	1070	0
62	63	63598671622,394	25080	18711	0	355	770	1030	0
63	64	63598671622,398	25045	18729	0	375	770	1030	0
64	65	63598671622,406	25004	18765	0	394	770	1030	0
65	66	63598671622,41	24961	18813	0	394	770	1030	0
66	67	63598671622,414	24915	18876	0	388	770	1030	0
67	68	63598671622,418	24868	18955	0	392	770	1030	0
68	69	63598671622,426	24822	19048	0	396	770	1030	0
69	70	63598671622,43	24777	19153	0	413	770	1030	0
70	71	63598671622,434	24737	19268	0	408	770	1030	0
71	72	63598671622,438	24701	19392	0	425	760	1020	0
72	73	63598671622,446	24672	19523	0	447	760	1020	0
73	74	63598671622,45	24650	19658	0	459	760	1020	0
74	75	63598671622,457	24639	19789	0	460	760	1020	0
75	76	63598671622,459	24638	19915	0	450	750	1010	0
76	77	63598671622,466	24638	20036	0	445	750	1010	0
77	78	63598671622,47	24648	20148	0	420	750	1010	0
78	79	63598671622,474	24681	20247	0	412	750	1010	0
79	80	63598671622,478	24726	20332	0	402	750	1010	0
80	81	63598671622,486	24783	20402	0	375	740	1000	0
81	82	63598671622,49	24849	20454	0	356	740	1000	0
82	83	63598671622,494	24923	20491	0	323	740	1000	0
83	84	63598671622,498	25003	20509	0	300	750	1010	0
84	85	63598671622,506	25088	20509	0	291	750	1010	0
85	86	63598671622,51	25177	20509	0	291	750	970	0
86	87	63598671622,514	25267	20479	0	285	750	970	0
87	88	63598671622,518	25356	20433	0	274	750	970	0
88	89	63598671622,526	25442	20373	0	292	760	980	0
89	90	63598671622,53	25523	20302	0	281	760	980	0
90	91	63598671622,534	25599	20220	0	261	770	940	0
91	92	63598671622,538	25667	20129	0	297	770	940	0
92	93	63598671622,546	25726	20033	0	297	770	940	0
93	94	63598671622,55	25775	19930	0	272	780	950	0
94	95	63598671622,554	25812	19824	0	248	780	950	0
95	96	63598671622,558	25836	19714	0	239	790	950	0
96	97	63598671622,566	25848	19600	0	238	790	1000	0
97	98	63598671622,57	25848	19485	0	249	800	1010	0
98	99	63598671622,574	25848	19375	0	251	800	1010	0
99	100	63598671622,578	25838	19271	0	264	800	1010	0
100	101	63598671622,586	25811	19176	0	281	800	1010	0
101	102	63598671622,59	25776	19090	0	309	800	1070	0
102	103	63598671622,594	25737	19015	0	299	800	1070	0
103	104	63598671622,598	25694	18954	0	310	800	1070	0
104	105	63598671622,606	25647	18905	0	341	800	1070	0
105	106	63598671622,61	25597	18869	0	362	800	1070	0
106	107	63598671622,614	25546	18844	0	388	800	1070	0
107	108	63598671622,618	25491	18830	0	377	800	1070	0
108	109	63598671622,626	25435	18824	0	370	800	1070	0
109	110	63598671622,63	25377	18824	0	371	800	1070	0
110	111	63598671622,634	25318	18824	0	348	800	1070	0
111	112	63598671622,638	25259	18845	0	334	790	1000	0
112	113	63598671622,647	25202	18878	0	338	790	1000	0
113	114	63598671622,65	25149	18920	0	334	790	1000	0
114	115	63598671622,654	25100	18972	0	320	790	1000	0
115	116	63598671622,658	25056	19035	0	319	790	1000	0
116	117	63598671622,666	25020	19108	0	326	780	990	0
117	118	63598671622,67	24991	19192	0	335	780	990	0
118	119	63598671622,674	24971	19286	0	340	780	990	0
119	120	63598671622,678	24961	19390	0	347	780	990	0
120	121	63598671622,686	24960	19501	0	364	770	990	0
121	122	63598671622,69	24960	19619	0	373	770	990	0
122	123	63598671622,694	24965	19738	0	368	770	990	0
123	124	63598671622,698	24994	19858	0	375	770	990	0
124	125	63598671622,706	25032	19974	0	376	770	1030	0
125	126	63598671622,71	25079	20082	0	371	760	1020	0
126	127	63598671622,714	25137	20179	0	363	760	1020	0
127	128	63598671622,718	25205	20266	0	357	760	1020	0
128	129	63598671622,726	25282	20340	0	339	760	1020	0
129	130	63598671622,73	25367	20401	0	341	760	1020	0
130	131	63598671622,734	25460	20449	0	310	770	1030	0
131	132	63598671622,738	25560	20483	0	291	770	1030	0
132	133	63598671622,746	25663	20505	0	305	770	990	0
133	134	63598671622,75	25770	20515	0	282	770	990	0
134	135	63598671622,754	25876	20515	0	276	780	990	0
135	136	63598671622,758	25981	20515	0	256	780	990	0
136	137	63598671622,766	26081	20489	0	271	780	990	0
137	138	63598671622,77	26177	20451	0	271	790	950	0
138	139	63598671622,774	26265	20402	0	270	790	950	0
139	140	63598671622,778	26344	20345	0	265	790	950	0
140	141	63598671622,786	26413	20279	0	258	790	950	0
141	142	63598671622,79	26471	20204	0	278	790	950	0
142	143	63598671622,794	26516	20125	0	258	790	950	0
143	144	63598671622,798	26549	20041	0	264	790	950	0
144	145	63598671622,806	26570	19952	0	278	790	950	0
145	146	63598671622,81	26579	19861	0	270	790	950	0
146	147	63598671622,814	26579	19768	0	310	790	950	0
147	148	63598671622,818	26579	19674	0	314	790	1000	0
148	149	63598671622,826	26561	19580	0	303	780	990	0
149	150	63598671622,83	26534	19490	0	309	780	990	0
150	151	63598671622,834	26503	19404	0	332	780	1040	0
151	152	63598671622,838	26469	19327	0	325	780	1040	0
152	153	63598671622,846	26435	19260	0	306	770	1030	0
153	154	63598671622,853	26400	19205	0	360	770	1030	0
154	155	63598671622,854	26365	19162	0	335	770	1030	0
155	156	63598671622,859	26329	19132	0	358	770	1030	0
156	157	63598671622,867	26293	19116	0	364	770	1030	0
157	158	63598671622,871	26254	19114	0	365	770	1030	0
158	159	63598671622,874	26215	19114	0	359	770	1030	0
159	160	63598671622,878	26172	19138	0	354	770	990	0
160	161	63598671622,886	26128	19180	0	349	780	990	0
161	162	63598671622,907	26084	19237	0	340	780	990	0
162	163	63598671622,908	26041	19308	0	317	780	990	0
163	164	63598671622,909	26001	19393	0	311	780	990	0
164	165	63598671622,91	25966	19490	0	316	790	1000	0
165	166	63598671622,911	25937	19597	0	303	790	1000	0
166	167	63598671622,914	25917	19710	0	320	790	1000	0
167	168	63598671622,919	25907	19830	0	334	790	1000	0
168	169	63598671622,927	25907	19952	0	350	790	1000	0
169	170	63598671622,93	25907	20074	0	360	790	1000	0
170	171	63598671622,934	25929	20195	0	363	800	1010	0
171	172	63598671622,938	25968	20314	0	390	800	1010	0
172	173	63598671622,946	26020	20428	0	414	800	1070	0
173	174	63598671622,95	26084	20537	0	414	800	1070	0
174	175	63598671622,954	26160	20638	0	408	800	1070	0
175	176	63598671622,958	26248	20727	0	412	800	1010	0
176	177	63598671622,966	26346	20806	0	402	800	1010	0
177	178	63598671622,97	26455	20871	0	404	800	1010	0
178	179	63598671622,974	26572	20921	0	388	790	1000	0
179	180	63598671622,978	26697	20954	0	389	790	950	0
180	181	63598671622,986	26829	20971	0	385	790	950	0
181	182	63598671622,99	26964	20971	0	384	790	900	0
182	183	63598671622,994	27101	20971	0	368	790	900	0
183	184	63598671622,998	27239	20938	0	370	790	900	0
184	185	63598671623,006	27376	20889	0	375	790	900	0
185	186	63598671623,01	27508	20827	0	369	790	850	0
186	187	63598671623,014	27635	20753	0	345	790	850	0
187	188	63598671623,018	27755	20668	0	354	790	850	0
188	189	63598671623,026	27866	20573	0	343	790	850	0
189	190	63598671623,03	27967	20468	0	340	800	840	0
190	191	63598671623,034	28057	20358	0	325	800	840	0
191	192	63598671623,042	28136	20241	0	326	800	840	0
192	193	63598671623,046	28202	20122	0	335	800	840	0
193	194	63598671623,051	28255	20004	0	300	810	900	0
194	195	63598671623,056	28297	19890	0	332	810	900	0
195	196	63598671623,062	28327	19783	0	308	810	900	0
196	197	63598671623,068	28348	19685	0	342	820	900	0
197	198	63598671623,07	28359	19600	0	348	820	900	0
198	199	63598671623,074	28363	19527	0	347	820	970	0
199	200	63598671623,084	28363	19470	0	362	820	970	0
200	201	63598671623,086	28363	19426	0	381	820	1040	0
201	202	63598671623,091	28363	19396	0	392	820	1040	0
202	203	63598671623,094	28357	19377	0	408	810	1080	0
203	204	63598671623,098	28348	19366	0	413	810	1080	0
204	205	63598671623,106	28339	19365	0	435	800	1140	0
205	206	63598671623,11	28332	19365	0	445	800	1140	0
206	207	63598671623,114	28329	19377	0	439	790	1120	0
207	208	63598671623,122	28329	19409	0	432	790	1160	0
208	209	63598671623,126	28329	19454	0	427	780	1140	0
209	210	63598671623,13	28329	19509	0	419	780	1140	0
210	211	63598671623,134	28336	19578	0	404	780	1140	0
211	212	63598671623,142	28355	19660	0	403	780	1140	0
212	213	63598671623,146	28380	19753	0	404	780	1180	0
213	214	63598671623,15	28412	19852	0	403	770	1120	0
214	215	63598671623,154	28450	19950	0	388	770	1120	0
215	216	63598671623,162	28495	20049	0	383	770	1120	0
216	217	63598671623,166	28546	20143	0	381	770	1120	0
217	218	63598671623,17	28602	20231	0	377	770	1120	0
218	219	63598671623,174	28667	20310	0	370	770	1080	0
219	220	63598671623,182	28738	20374	0	358	770	1080	0
220	221	63598671623,186	28816	20425	0	364	780	1040	0
221	222	63598671623,19	28900	20459	0	348	780	1040	0
222	223	63598671623,194	28991	20475	0	320	780	990	0
223	224	63598671623,202	29086	20475	0	297	780	990	0
224	225	63598671623,206	29186	20471	0	297	790	1000	0
225	226	63598671623,21	29291	20427	0	299	790	950	0
226	227	63598671623,214	29399	20363	0	280	790	950	0
227	228	63598671623,222	29509	20281	0	292	790	900	0
228	229	63598671623,226	29616	20182	0	308	800	900	0
229	230	63598671623,23	29717	20071	0	298	800	900	0
230	231	63598671623,234	29810	19948	0	311	810	900	0
231	232	63598671623,242	29891	19819	0	299	810	900	0
232	233	63598671623,246	29959	19687	0	297	820	900	0
233	234	63598671623,25	30012	19555	0	310	820	900	0
234	235	63598671623,254	30045	19427	0	299	830	900	0
235	236	63598671623,262	30061	19307	0	278	830	980	0
236	237	63598671623,266	30061	19194	0	283	830	980	0
237	238	63598671623,27	30061	19093	0	267	840	990	0
238	239	63598671623,275	30033	19006	0	255	840	990	0
239	240	63598671623,282	29993	18932	0	270	840	990	0
240	241	63598671623,286	29944	18872	0	269	840	990	0
241	242	63598671623,29	29890	18827	0	282	840	1080	0
242	243	63598671623,294	29834	18795	0	309	840	1080	0
243	244	63598671623,302	29776	18773	0	312	840	1080	0
244	245	63598671623,306	29718	18761	0	334	840	1080	0
245	246	63598671623,31	29662	18756	0	352	840	1080	0
246	247	63598671623,315	29607	18756	0	368	840	1080	0
247	248	63598671623,322	29555	18756	0	369	840	1080	0
248	249	63598671623,326	29504	18756	0	369	840	1080	0
249	250	63598671623,33	29457	18765	0	377	840	1080	0
250	251	63598671623,334	29410	18777	0	359	830	1060	0
251	252	63598671623,342	29367	18792	0	348	830	980	0
252	253	63598671623,346	29327	18809	0	340	830	980	0
253	254	63598671623,35	29291	18825	0	343	830	980	0
254	255	63598671623,354	29261	18842	0	338	820	970	0
255	256	63598671623,362	29236	18864	0	317	820	970	0
256	257	63598671623,366	29219	18894	0	331	820	970	0
257	258	63598671623,37	29211	18932	0	336	810	960	0
258	259	63598671623,374	29211	18982	0	340	810	960	0
259	260	63598671623,382	29211	19043	0	348	810	960	0
260	261	63598671623,386	29220	19113	0	363	810	960	0
261	262	63598671623,39	29248	19189	0	384	810	960	0
262	263	63598671623,394	29286	19271	0	386	800	960	0
263	264	63598671623,402	29335	19352	0	391	800	960	0
264	265	63598671623,406	29396	19426	0	393	800	960	0
265	266	63598671623,41	29467	19491	0	386	800	960	0
266	267	63598671623,414	29551	19542	0	366	800	960	0
267	268	63598671623,422	29648	19574	0	344	800	960	0
268	269	63598671623,426	29757	19589	0	320	800	960	0
269	270	63598671623,43	29878	19589	0	317	800	1010	0
270	271	63598671623,434	30008	19583	0	304	800	1010	0
271	272	63598671623,442	30142	19542	0	290	800	1010	0
272	273	63598671623,446	30277	19482	0	274	810	1020	0
273	274	63598671623,45	30409	19404	0	271	810	1080	0
274	275	63598671623,454	30535	19315	0	222	810	1080	0
275	276	63598671623,462	30648	19215	0	212	810	1080	0
276	277	63598671623,466	30746	19108	0	187	810	1080	0
277	278	63598671623,47	30825	18995	0	169	810	1080	0
278	279	63598671623,474	30882	18878	0	156	810	1080	0
279	280	63598671623,482	30918	18758	0	152	810	1080	0
280	281	63598671623,486	30928	18635	0	142	810	1080	0
281	282	63598671623,49	30928	18509	0	145	810	1080	0
282	283	63598671623,495	30901	18378	0	119	810	1080	0
283	284	63598671623,502	30848	18245	0	157	810	1080	0
284	285	63598671623,508	30780	18113	0	166	810	1080	0
285	286	63598671623,51	30700	17989	0	114	810	1080	0
286	287	63598671623,516	30614	17875	0	150	810	1080	0
287	288	63598671623,522	30523	17775	0	112	810	1080	0
288	289	63598671623,526	30431	17693	0	162	810	1080	0
289	290	63598671623,53	30340	17630	0	165	800	1140	0
290	291	63598671623,534	30251	17589	0	306	800	1140	0
291	292	63598671623,542	30163	17572	0	241	800	1190	0
292	293	63598671623,546	30075	17572	0	334	800	1190	0
293	294	63598671623,55	29988	17575	0	356	790	1240	0
294	295	63598671623,554	29901	17612	0	348	790	1240	0
295	296	63598671623,562	29814	17665	0	341	790	1280	0
296	297	63598671623,566	29730	17732	0	348	790	1280	0
297	298	63598671623,571	29648	17812	0	286	780	1320	0
298	299	63598671623,574	29570	17904	0	306	780	1320	0
299	300	63598671623,582	29498	18006	0	318	780	1320	0
300	301	63598671623,586	29431	18115	0	325	780	1320	0
301	302	63598671623,59	29372	18226	0	303	780	1320	0
302	303	63598671623,594	29322	18334	0	309	780	1320	0
303	304	63598671623,602	29282	18441	0	281	780	1320	0
304	305	63598671623,606	29250	18539	0	302	790	1280	0
305	306	63598671623,61	29229	18627	0	300	780	1250	0
306	307	63598671623,614	29218	18700	0	302	780	1210	0
307	308	63598671623,622	29218	18756	0	268	780	1210	0
308	309	63598671623,626	29218	18792	0	265	790	1160	0
309	310	63598671623,63	29233	18810	0	241	790	1160	0
310	311	63598671623,634	29267	18810	0	215	790	1120	0
311	312	63598671623,643	29309	18796	0	204	790	1050	0
312	313	63598671623,646	29360	18743	0	184	790	1050	0
313	314	63598671623,65	29417	18669	0	182	790	1000	0
314	315	63598671623,654	29475	18573	0	159	790	1000	0
315	316	63598671623,662	29535	18458	0	92	790	1000	0
316	317	63598671623,666	29589	18326	0	146	800	1010	0
317	318	63598671623,67	29634	18180	0	169	800	1010	0
318	319	63598671623,674	29666	18021	0	175	800	1010	0
319	320	63598671623,682	29682	17858	0	177	800	1010	0
320	321	63598671623,686	29682	17692	0	149	800	1010	0
321	322	63598671623,69	29672	17528	0	164	800	1070	0
322	323	63598671623,694	29626	17374	0	71	800	1070	0
323	324	63598671623,702	29561	17233	0	148	800	1140	0
324	325	63598671623,706	29479	17111	0	76	800	1140	0
325	326	63598671623,71	29382	17008	0	152	800	1190	0
326	327	63598671623,714	29274	16930	0	178	800	1190	0
327	328	63598671623,722	29158	16875	0	160	790	1240	0
328	329	63598671623,726	29036	16842	0	208	790	1240	0
329	330	63598671623,73	28911	16833	0	252	790	1240	0
330	331	63598671623,734	28782	16833	0	289	780	1210	0
331	332	63598671623,742	28651	16854	0	313	780	1210	0
332	333	63598671623,747	28518	16902	0	330	780	1250	0
333	334	63598671623,752	28382	16968	0	328	780	1250	0
334	335	63598671623,755	28246	17050	0	341	770	1220	0
335	336	63598671623,762	28109	17149	0	359	770	1220	0
336	337	63598671623,767	27974	17266	0	348	770	1220	0
337	338	63598671623,77	27838	17400	0	346	770	1220	0
338	339	63598671623,776	27706	17543	0	346	760	1200	0
339	340	63598671623,784	27581	17696	0	339	760	1200	0
340	341	63598671623,786	27466	17851	0	399	760	1200	0
341	342	63598671623,791	27362	18007	0	383	760	1200	0
342	343	63598671623,795	27270	18159	0	402	760	1200	0
343	344	63598671623,802	27191	18301	0	412	760	1200	0
344	345	63598671623,806	27129	18428	0	431	750	1180	0
345	346	63598671623,81	27085	18535	0	431	750	1180	0
346	347	63598671623,814	27058	18622	0	418	750	1180	0
347	348	63598671623,822	27045	18688	0	402	760	1140	0
348	349	63598671623,826	27045	18731	0	388	760	1140	0
349	350	63598671623,83	27049	18750	0	355	760	1140	0
350	351	63598671623,834	27084	18750	0	313	760	1140	0
351	352	63598671623,842	27131	18725	0	282	760	1110	0
352	353	63598671623,849	27188	18662	0	262	760	1110	0
353	354	63598671623,85	27254	18576	0	248	760	1110	0
354	355	63598671623,854	27325	18464	0	207	760	1110	0
355	356	63598671623,862	27397	18330	0	208	760	1070	0
356	357	63598671623,866	27464	18176	0	189	760	1070	0
357	358	63598671623,87	27521	18007	0	199	760	1070	0
358	359	63598671623,874	27566	17828	0	165	760	1070	0
359	360	63598671623,882	27593	17645	0	199	770	1080	0
360	361	63598671623,886	27601	17464	0	190	770	1120	0
361	362	63598671623,89	27601	17290	0	173	770	1120	0
362	363	63598671623,894	27573	17131	0	158	780	1140	0
363	364	63598671623,902	27520	16991	0	175	780	1180	0
364	365	63598671623,906	27448	16872	0	211	780	1180	0
365	366	63598671623,91	27362	16773	0	212	770	1220	0
366	367	63598671623,914	27263	16697	0	267	770	1220	0
367	368	63598671623,922	27157	16642	0	334	770	1220	0
368	369	63598671623,926	27044	16609	0	379	770	1260	0
369	370	63598671623,93	26928	16592	0	398	770	1260	0
370	371	63598671623,934	26810	16591	0	403	770	1260	0
371	372	63598671623,942	26690	16591	0	427	760	1290	0
372	373	63598671623,946	26571	16613	0	418	760	1290	0
373	374	63598671623,951	26450	16657	0	432	760	1290	0
374	375	63598671623,954	26329	16719	0	430	760	1290	0
375	376	63598671623,962	26205	16799	0	417	760	1290	0
376	377	63598671623,966	26080	16895	0	413	750	1270	0
377	378	63598671623,97	25951	17009	0	381	750	1270	0
378	379	63598671623,974	25819	17138	0	361	750	1270	0
379	380	63598671623,982	25685	17280	0	386	750	1270	0
380	381	63598671623,986	25551	17433	0	360	740	1240	0
381	382	63598671623,99	25421	17592	0	350	740	1240	0
382	383	63598671623,994	25297	17752	0	299	740	1240	0
383	384	63598671624,002	25181	17909	0	369	740	1240	0
384	385	63598671624,006	25077	18059	0	377	740	1220	0
385	386	63598671624,01	24988	18194	0	386	740	1220	0
386	387	63598671624,014	24916	18311	0	402	740	1220	0
387	388	63598671624,022	24863	18407	0	404	740	1220	0
388	389	63598671624,026	24828	18484	0	408	740	1190	0
389	390	63598671624,03	24812	18539	0	414	730	1180	0
390	391	63598671624,034	24812	18571	0	407	730	1180	0
391	392	63598671624,042	24814	18581	0	391	730	1180	0
392	393	63598671624,046	24845	18581	0	371	730	1180	0
393	394	63598671624,05	24885	18559	0	360	740	1150	0
394	395	63598671624,054	24931	18509	0	339	740	1150	0
395	396	63598671624,062	24980	18443	0	327	730	1130	0
396	397	63598671624,066	25029	18358	0	332	730	1130	0
397	398	63598671624,07	25074	18255	0	302	730	1130	0
398	399	63598671624,074	25112	18141	0	269	730	1100	0
399	400	63598671624,082	25138	18017	0	290	740	1110	0
400	401	63598671624,086	25154	17885	0	283	740	1110	0
401	402	63598671624,09	25154	17751	0	256	740	1110	0
402	403	63598671624,094	25154	17619	0	262	740	1150	0
403	404	63598671624,102	25130	17492	0	227	740	1150	0
404	405	63598671624,106	25084	17377	0	211	740	1150	0
405	406	63598671624,11	25023	17276	0	214	740	1160	0
406	407	63598671624,114	24946	17189	0	214	740	1160	0
407	408	63598671624,122	24858	17118	0	264	740	1160	0
408	409	63598671624,126	24759	17065	0	305	740	1190	0
409	410	63598671624,13	24653	17029	0	345	740	1190	0
410	411	63598671624,134	24541	17009	0	352	740	1190	0
411	412	63598671624,143	24422	17003	0	370	740	1190	0
412	413	63598671624,146	24300	17003	0	383	740	1190	0
413	414	63598671624,15	24177	17010	0	413	740	1190	0
414	415	63598671624,157	24053	17042	0	409	740	1160	0
415	416	63598671624,164	23930	17086	0	431	740	1160	0
416	417	63598671624,166	23808	17138	0	440	740	1160	0
417	418	63598671624,173	23688	17202	0	412	740	1160	0
418	419	63598671624,181	23569	17276	0	425	740	1150	0
419	420	63598671624,183	23454	17359	0	402	740	1150	0
420	421	63598671624,186	23342	17452	0	394	740	1150	0
421	422	63598671624,19	23232	17554	0	392	740	1150	0
422	423	63598671624,198	23127	17663	0	384	740	1150	0
423	424	63598671624,202	23027	17776	0	403	730	1180	0
424	425	63598671624,206	22934	17895	0	382	720	1160	0
425	426	63598671624,21	22847	18014	0	378	720	1160	0
426	427	63598671624,218	22770	18129	0	379	720	1160	0
427	428	63598671624,222	22702	18240	0	384	720	1160	0
428	429	63598671624,226	22646	18342	0	419	720	1190	0
429	430	63598671624,23	22603	18429	0	406	710	1170	0
430	431	63598671624,238	22572	18501	0	394	710	1170	0
431	432	63598671624,242	22554	18558	0	384	710	1170	0
432	433	63598671624,246	22546	18597	0	366	700	1160	0
433	434	63598671624,25	22546	18622	0	358	700	1160	0
434	435	63598671624,258	22546	18632	0	340	700	1160	0
435	436	63598671624,262	22552	18632	0	322	710	1130	0
436	437	63598671624,266	22568	18626	0	308	700	1120	0
437	438	63598671624,27	22585	18593	0	297	700	1120	0
438	439	63598671624,278	22601	18547	0	293	700	1100	0
439	440	63598671624,282	22614	18490	0	289	700	1100	0
440	441	63598671624,286	22621	18423	0	297	700	1100	0
441	442	63598671624,29	22621	18346	0	298	700	1100	0
442	443	63598671624,298	22621	18260	0	291	700	1100	0
443	444	63598671624,302	22609	18172	0	303	700	1100	0
444	445	63598671624,306	22577	18084	0	317	700	1100	0
445	446	63598671624,31	22536	18002	0	278	700	1100	0
446	447	63598671624,318	22485	17932	0	265	700	1100	0
447	448	63598671624,322	22424	17873	0	269	700	1100	0
448	449	63598671624,326	22353	17830	0	253	700	1120	0
449	450	63598671624,33	22276	17804	0	293	700	1120	0
450	451	63598671624,338	22193	17798	0	319	700	1120	0
451	452	63598671624,342	22105	17798	0	331	700	1160	0
452	453	63598671624,346	22014	17831	0	338	700	1160	0
453	454	63598671624,35	21919	17891	0	357	700	1180	0
454	455	63598671624,359	21821	17972	0	356	700	1180	0
455	456	63598671624,362	21722	18077	0	365	700	1180	0
456	457	63598671624,366	21623	18203	0	377	700	1180	0
457	458	63598671624,37	21525	18353	0	393	700	1180	0
458	459	63598671624,378	21431	18526	0	386	700	1180	0
459	460	63598671624,384	21342	18718	0	378	700	1180	0
460	461	63598671624,387	21256	18925	0	375	700	1180	0
461	462	63598671624,39	21177	19145	0	358	700	1180	0
462	463	63598671624,398	21105	19374	0	368	700	1180	0
463	464	63598671624,402	21041	19609	0	383	700	1160	0
464	465	63598671624,406	20988	19847	0	398	700	1160	0
465	466	63598671624,41	20946	20088	0	400	700	1160	0
466	467	63598671624,418	20917	20324	0	414	710	1130	0
467	468	63598671624,422	20900	20555	0	405	710	1110	0
468	469	63598671624,426	20900	20775	0	451	710	1110	0
469	470	63598671624,43	20900	20981	0	433	710	1080	0
470	471	63598671624,438	20929	21172	0	427	710	1050	0
471	472	63598671624,442	20978	21345	0	437	710	1050	0
472	473	63598671624,446	21042	21495	0	432	720	1020	0
473	474	63598671624,45	21118	21619	0	430	720	1020	0
474	475	63598671624,458	21205	21716	0	400	720	990	0
475	476	63598671624,462	21302	21786	0	396	720	990	0
476	477	63598671624,466	21406	21832	0	386	720	990	0
477	478	63598671624,47	21513	21852	0	366	720	960	0
478	479	63598671624,478	21621	21852	0	356	720	960	0
479	480	63598671624,483	21727	21840	0	348	720	960	0
480	481	63598671624,486	21830	21793	0	353	730	970	0
481	482	63598671624,49	21924	21726	0	346	730	970	0
482	483	63598671624,498	22011	21646	24	337	730	970	0
483	484	63598671624,502	22088	21555	0	324	730	970	0
484	485	63598671624,506	22153	21458	0	319	730	970	0
485	486	63598671624,51	22206	21364	0	293	730	970	0
486	487	63598671624,518	22248	21276	0	285	730	970	0
487	488	63598671624,522	22277	21201	0	278	730	930	0
488	489	63598671624,526	22299	21141	0	280	730	930	0
489	490	63598671624,53	22312	21096	0	292	730	930	0
490	491	63598671624,538	22317	21070	0	297	730	930	0
491	492	63598671624,542	22317	21064	0	321	730	930	0
492	493	63598671624,546	22317	21064	0	356	720	900	0
493	494	63598671624,55	22317	21093	0	397	720	900	0
494	495	63598671624,558	22311	21150	0	416	720	900	0
495	496	63598671624,564	22302	21227	0	420	720	900	0
496	497	63598671624,566	22292	21328	0	438	710	900	0
497	498	63598671624,57	22285	21454	0	435	710	900	0
498	499	63598671624,578	22281	21602	0	437	710	900	0
499	500	63598671624,582	22281	21771	0	432	710	900	0
500	501	63598671624,587	22281	21962	0	437	710	900	0
501	502	63598671624,59	22281	22165	0	418	700	900	0
502	503	63598671624,598	22298	22378	0	441	700	900	0
